"flag","name",
"$FLAV_DAMAGE","ダメージ",
"$FLAV_FRENZY","憤怒",
"$FLAV_FIRE","火",
"$FLAV_BURN","火だるま",
"$FLAV_POISON","毒",
"$FLAV_EVER_POISON","猛毒",
"$FLAV_WOUND","ケガ",
"$FLAV_BLEED","出血",
"$FLAV_EVER_BLEED","大出血",
"$FLAV_BLINDED","盲目",
"$FLAV_CONFUSED","混乱",
"$FLAV_DISEASE","病気",
"$FLAV_PSI_BURN","Psi燃焼",
"$FLAV_INSPIRE","インスパイア",
"$FLAV_INSPIRED_HIT","インスパイアヒット",
"$FLAV_STUN","スタン",
"$FLAV_SINGLE_STUN","シングルスタン",
"$FLAV_CHILL","氷",
"$FLAV_SLOW","スロー",
"$FLAV_FREEZE","凍結",
"$FLAV_LIGHT","光",
"$FLAV_AREA","エリア",
"$FLAV_DARK","闇",
"$FLAV_GROW_ARMOR","グロウアーマー",
"$FLAV_PHASED","透明",
"$FLAV_MAGIC","魔法",
"$FLAV_PHYSICAL","物理",
"$FLAV_PHYSICAL-RANGED","物理遠距離",
"$FLAV_MELEE","近接",
"$FLAV_RANGED","遠距離",
"$FLAV_UNDODGEABLE","回避不可",
"$FLAV_REDUCE_HEALTH","一割減",
"$FLAV_ARMOR_PIERCE","アーマー貫通",
"$FLAV_ARMOR_IGNORE","アーマー無視",
"$FLAV_ARMOR_BREAK","アーマーブレイク",
"$FLAV_CRITICAL","クリティカル",
"$FLAV_KNOCKBACK","ノックバック",
"$FLAV_KNOCK_BACK","ノックバック",
"$FLAV_AUTOKILL","オートキル",
"$FLAV_DEVOUR","丸飲み",
"$FLAV_STRIKE_THROUGH","貫き",
"$FLAV_DE_INVINCIBLE","最弱",
"$FLAV_DELAY_DAMAGE","ダメージ遅延",
"$FLAV_ANONYMOUS","匿名",
"$FLAV_TROLL","現在の状態：TROLLOLOLOL",
"$FLAV_FB_HAPPY","今の気分：ハッピー！",
"$FLAV_FB_SAD","今の気分：悲しい",
"$FLAV_FB_LOL","今の気分：爆笑！",
"$FLAV_FB_OMG","今の気分：オーマイガッ！",
"$FLAV_FB_EXISTENTIAL","今の気分：クソまじめ",
"$FLAV_FB_BORED","今の気分：ダルおも",
"$FLAV_PHYSICAL","物理攻撃",
"$FLAV_MAGIC","魔法",
"$FLAV_RANGED","エリア攻撃",
"$FLAV_PHYSICAL_RANGED","エリア物理攻撃",
"$FLAV_PSI_SHIELD","Psiシールド",
"$FLAV_AREA","エリア",
"$FLAV_TOXIC","有毒",
"$FLAV_EVER_TOXIC","有猛毒",
