flag	name	comment
$BLANK		KOMMENTAR: Diese Datei enthält alle Tutorial-Texte der Karten(Level)-Dateien.
$1_1_WHERE_AM_I_00_TITLE	TALK_$MCG_POWER
$1_1_WHERE_AM_I_00_TEXT	Wo bin ich?
$1_1_WHERE_AM_I_10_TITLE	
$1_1_WHERE_AM_I_10_TEXT	Dies ist dein Hauptcharakter, $MCG.<N>Sie kann sich nicht bewegen.
$1_1_WHERE_AM_I_20_TITLE	
$1_1_WHERE_AM_I_20_TEXT	Feinde kommen von hier.<N>Lass sie nicht $MCG erreichen!
$1_1_WHERE_AM_I_30_TITLE	
$1_1_WHERE_AM_I_30_TEXT	Im „Neues Spiel+“-Modus sind die Gegner viel stärker und haben neue Fähigkeiten.
$1_1_WHERE_AM_I_40_TITLE	
$1_1_WHERE_AM_I_40_TEXT	Zum Beispiel regenerieren alle Wiedergänger jetzt ihre Gesundheit.
$1_1_WHERE_AM_I_50_TITLE	TALK_$MCG_POWER
$1_1_WHERE_AM_I_50_TEXT	Hey, Fremder! Wo bist du?
$1_1_WHERE_AM_I_60_TITLE	
$1_1_WHERE_AM_I_60_TEXT	Klicke hier, um das BERSERKER-Menü auszuwählen.
$1_1_WHERE_AM_I_70_TITLE	
$1_1_WHERE_AM_I_70_TEXT	Momentan hast du nur Berserker. Wenn du den nächsten Helden in der Geschichte triffst, wirst du alle Charaktere der Klasse freischalten.
$1_1_WHERE_AM_I_80_TITLE	TALK_$BER_SURPRISE
$1_1_WHERE_AM_I_80_TEXT	Was hast du mit mir gemacht??
$1_1_WHERE_AM_I_90_TITLE	TALK_$MCG_POWER
$1_1_WHERE_AM_I_90_TEXT	Ich weiß es nicht! Hinter mir sind Monster her! Hilfe!
$1_1_WHERE_AM_I_100_TITLE	TALK_$BER_SURPRISE
$1_1_WHERE_AM_I_100_TEXT	Warum bin ich durchsichtig? Wo ist mein Körper?
$1_1_WHERE_AM_I_110_TITLE	
$1_1_WHERE_AM_I_110_TEXT	Dies zeigt dir alle BERSERKER in deiner Gruppe.<N>Momentan hast du nur diesen Kerl.
$1_1_WHERE_AM_I_120_TITLE	
$1_1_WHERE_AM_I_120_TEXT	Klicke hier, um ihn auzuwählen!
$1_1_WHERE_AM_I_130_TITLE	
$1_1_WHERE_AM_I_130_TEXT	Deine alten Charaktere haben alle Werte, Talente und Ausrüstungen aus dem letzten Spiel.<N>Drücke <SELECT>.
$1_1_WHERE_AM_I_140_TITLE	TALK_$MCG_POWER
$1_1_WHERE_AM_I_140_TEXT	Ich habe gerufen … und dich in meinem Geist gespürt …
$1_1_WHERE_AM_I_150_TITLE	TALK_$MCG_POWER
$1_1_WHERE_AM_I_150_TEXT	Entgleite mir nicht! Ich muss mich konzentrieren!
$1_1_WHERE_AM_I_160_TITLE	TALK_$MCG_POWER
$1_1_WHERE_AM_I_160_TEXT	Wenn ich mich konzentriere – kann ich dich vielleicht herbringen!
$1_1_WHERE_AM_I_170_TITLE	TALK_$BER_SURPRISE
$1_1_WHERE_AM_I_170_TEXT	Öhm … Okay.
$1_1_WHERE_AM_I_180_TITLE	TALK_$BER_LOOKBACK
$1_1_WHERE_AM_I_180_TEXT	Ich hätte wirklich nicht den Echseneintopf essen sollen …
$1_1_WHERE_AM_I_190_TITLE	
$1_1_WHERE_AM_I_190_TEXT	Klicke dorthin, wo du deinen Verteidiger platzieren möchtest.<N>Dies ist ein guter Ort!
$1_1_WHERE_AM_I_200_TITLE	TALK_$BER_SMILE
$1_1_WHERE_AM_I_200_TEXT	Heeeeeey!<N>So gefällts mir besser!
$1_1_WHERE_AM_I_210_TITLE	
$1_1_WHERE_AM_I_210_TEXT	$MCG benutzt Psi-Energie, um Verteidiger zu beschwören.<N>Das Töten von Feinden lädt dein Psi wieder auf.
$1_1_WHERE_AM_I_220_TITLE	TALK_$MCG_POWER
$1_1_WHERE_AM_I_220_TEXT	Super!<N>Jetzt mach auch was!
$1_1_WHERE_AM_I_230_TITLE	TALK_$BER_SMILE
$1_1_WHERE_AM_I_230_TEXT	Was hast du gesagt?<N>Dich mit männlicher Gewalt beeindrucken?
$1_1_WHERE_AM_I_240_TITLE	TALK_$BER_DERANGED
$1_1_WHERE_AM_I_240_TEXT	Von mir aus gerne!
$1_1_WHERE_AM_I_250_TITLE	
$1_1_WHERE_AM_I_250_TEXT	Verteidiger können sich nicht bewegen<N>und sie greifen Gegner AUTOMATISCH an.
$1_1_WHERE_AM_I_260_TITLE	
$1_1_WHERE_AM_I_260_TEXT	Momentan ist das Spiel PAUSIERT.
$1_1_WHERE_AM_I_270_TITLE	
$1_1_WHERE_AM_I_270_TEXT	Klicke hier, um die Sache ins Rollen zu bringen.
$1_1_WHERE_AM_I_280_TITLE	TALK_$BER_DERANGED
$1_1_WHERE_AM_I_280_TEXT	Kommt schon, ihr sabbernden Schufte!<N>Eure Zerstückelung steht bevor!
$1_1_WHERE_AM_I_290_TITLE	TALK_$BER_LOOKBACK
$1_1_WHERE_AM_I_290_TEXT	Das ist toll und so, aber ich hab unweigerlich das Gefühl, ich sollte noch exzellenter sein.
$1_1_WHERE_AM_I_300_TITLE	TALK_$BER_LOOKBACK
$1_1_WHERE_AM_I_300_TEXT	Bist du dir sicher, du hast meinen GANZEN Körper? Nichts … fehlt?
$1_1_WHERE_AM_I_310_TITLE	TALK_$MCG_POWER
$1_1_WHERE_AM_I_310_TEXT	Ich glaube, ich kann mehr Energie zu dir leiten …
$1_1_WHERE_AM_I_320_TITLE	
$1_1_WHERE_AM_I_320_TEXT	Das ist die STÄRKEN-LEISTE von $BER.<N> $BER VERSTÄRKEN wird ihn stärker und schneller machen.
$1_1_WHERE_AM_I_330_TITLE	
$1_1_WHERE_AM_I_330_TEXT	Ab STÄRKE Level 2 kann $BER seine zweite Technik, DOPPELSCHLAG, einsetzen.
$1_1_WHERE_AM_I_340_TITLE	
$1_1_WHERE_AM_I_340_TEXT	Klicke jetzt auf VERSTÄRKEN!<N>Du wirst es nicht bereuen!
$1_1_WHERE_AM_I_350_TITLE	TALK_$BER_DERANGED
$1_1_WHERE_AM_I_350_TEXT	Das gefällt mir besser!
$1_2_THE_SHADOW_WORLD_00_TITLE	TALK_$MCG_POWER
$1_2_THE_SHADOW_WORLD_00_TEXT	$BER! Es hat funktioniert!
$1_2_THE_SHADOW_WORLD_10_TITLE	TALK_$MCG_POWER
$1_2_THE_SHADOW_WORLD_10_TEXT	Ich bin wieder an diesem seltsamen Ort .. Diesem Halbaußenort …
$1_2_THE_SHADOW_WORLD_20_TITLE	TALK_$BER_SURPRISE
$1_2_THE_SHADOW_WORLD_20_TEXT	Hol mich dazu! Ich fühl mich, als ob ich im All schwebte!
$1_2_THE_SHADOW_WORLD_30_TITLE	
$1_2_THE_SHADOW_WORLD_30_TEXT	Denk dran:<N>klicke hier, um das BERSERKER-Menü auszuwählen.
$1_2_THE_SHADOW_WORLD_40_TITLE	TALK_$BER_SMILE
$1_2_THE_SHADOW_WORLD_40_TEXT	Oh ja, lass es krachen!
$1_2_THE_SHADOW_WORLD_50_TITLE	
$1_2_THE_SHADOW_WORLD_50_TEXT	WÄHLE $BER AUS, indem du auf ihn klickst.
$1_2_THE_SHADOW_WORLD_60_TITLE	
$1_2_THE_SHADOW_WORLD_60_TEXT	Diese Knöpfe weisen $BER an, welchen Gegner er angreifen soll.
$1_2_THE_SHADOW_WORLD_70_TITLE	
$1_2_THE_SHADOW_WORLD_70_TEXT	Denk dran, diese Knöpfe<N>verändern das Spieltempo.
$1_2_THE_SHADOW_WORLD_80_TITLE	Hinweis
$1_2_THE_SHADOW_WORLD_80_TEXT	Du kannst sogar Sachen machen, wenn das Spiel PAUSIERT ist.<N>Benutze <PAUSE>, um schnell zur Pause zu wechseln.
$1_2_THE_SHADOW_WORLD_90_TITLE	
$1_2_THE_SHADOW_WORLD_90_TEXT	Vergiss nicht, $BER zu VERSTÄRKEN.<N>Das ist eine lebenswichtige Taktik.
$1_2_THE_SHADOW_WORLD_100_TITLE	TALK_$BER_DERANGED
$1_2_THE_SHADOW_WORLD_100_TEXT	OH JA!<N>Spüre die Kraft!
$1_2_THE_SHADOW_WORLD_110_TITLE	
$1_2_THE_SHADOW_WORLD_110_TEXT	OH NEIN!<N>$BER kann die nächste Feindwelle nicht erreichen!
$1_2_THE_SHADOW_WORLD_120_TITLE	
$1_2_THE_SHADOW_WORLD_120_TEXT	Benutze den BLITZ-Zauber von $MCG, um sie zu erwischen!
$1_2_THE_SHADOW_WORLD_130_TITLE	
$1_2_THE_SHADOW_WORLD_130_TEXT	Toll!<N>Benutze Blitze, um Gegner zu kriegen, die entwischen.
$1_2_THE_SHADOW_WORLD_140_TITLE	
$1_2_THE_SHADOW_WORLD_140_TEXT	Sei damit aber sparsam.<N>Die Benutzung kostet PSI.
$1_3_COLISEUM_1_00_TITLE	TALK_$RAN_NORMAL
$1_3_COLISEUM_1_00_TEXT	Was zur – was machst du?
$1_3_COLISEUM_1_10_TITLE	TALK_$BER_SMILE
$1_3_COLISEUM_1_10_TEXT	Fühlt sich komisch an, oder?
$1_3_COLISEUM_1_20_TITLE	TALK_$RAN_NORMAL
$1_3_COLISEUM_1_20_TEXT	Ich fühl mich wie … damals, als ich die Seuche hatte …
$1_3_COLISEUM_1_30_TITLE	TALK_$RAN_NORMAL
$1_3_COLISEUM_1_30_TEXT	Als ich dachte, ich würde sterben …
$1_3_COLISEUM_1_40_TITLE	TALK_$RAN_NORMAL
$1_3_COLISEUM_1_40_TEXT	Als ob ich halb dort war …
$1_3_COLISEUM_1_50_TITLE	TALK_$BER_DERANGED
$1_3_COLISEUM_1_50_TEXT	Nun, lass uns in einige Ärsche treten, statt zu sterben!
$1_3_COLISEUM_1_60_TITLE	TALK_$BER_SMILE
$1_3_COLISEUM_1_60_TEXT	Das bevorzuge ich zumindest dem Tod gegenüber.
$1_3_COLISEUM_1_70_TITLE	Der Waldläufer
$1_3_COLISEUM_1_70_TEXT	$MCG kann nun zwischen zwei Klassen wählen, indem das Berserker- oder Waldläufer-Menü gewählt wird.
$1_3_COLISEUM_1_80_TITLE	
$1_3_COLISEUM_1_80_TEXT	Bewege die Maus über die Gegner, um mehr Details zu erhalten.
$1_3_COLISEUM_1_90_TITLE	
$1_3_COLISEUM_1_90_TEXT	Beispielsweise können diese ROTEN Gegner zurückschlagen!
$1_3_COLISEUM_1_100_TITLE	
$1_3_COLISEUM_1_100_TEXT	Achte außerdem auf dieses Symbol. Dort werden die nächsten Gegner erscheinen.
$1_4_COLISEUM_2_00_TITLE	
$1_4_COLISEUM_2_00_TEXT	Wenn du mehr Berserker angeheuert hast,<N>kann $MCG sie in die Halbaußenwelt beschwören, indem sie im BERSERKER-Menü gewählt werden.
$1_4_COLISEUM_2_10_TITLE	Hinweis
$1_4_COLISEUM_2_10_TEXT	$BER ist immer noch unser bester Kämpfer –<N>verstärke ihn, um seine <LQ>Doppelschlag<RQ>-Attacke zu benutzen.
$2_2_UNDEAD_RANGERS_00_TITLE	
$2_2_UNDEAD_RANGERS_00_TEXT	Diese untoten Waldläufer haben einen großen Angriffsradius – plane entsprechend!
$2_4_MONASTERY_00_TITLE	Rückruf
$2_4_MONASTERY_00_TEXT	Du kannst Verteidiger aus dem Kampf zurückrufen, um<N> etwas Psi wiederzubekommen und sie woanders einzusetzen.
$2_4_MONASTERY_10_TITLE	Rückruf
$2_4_MONASTERY_10_TEXT	Dazu wähle einen Verteidiger und klicke auf <LQ>Zurückrufen,<RQ> oder drücke <RECALL>.
$2_4_MONASTERY_20_TITLE	Volle Rückerstattung
$2_4_MONASTERY_20_TEXT	Bis die erste Welle der Feinde ankommt,<N>geben Rückrufe 100% PSIs wieder.
$3_1_TO_THE_PASS_00_TITLE	TALK_$HEA_NORMAL
$3_1_TO_THE_PASS_00_TEXT	Das Krankenhaus ist gleich auf der anderen Seite des Flusses …
$3_1_TO_THE_PASS_10_TITLE	TALK_$MCG_POWER
$3_1_TO_THE_PASS_10_TEXT	Ich kann sie fühlen … sie WISSEN, dass ich hier bin.
$3_1_TO_THE_PASS_20_TITLE	TALK_$BER_SMILE
$3_1_TO_THE_PASS_20_TEXT	Entspann dich, $MCG! Wir können uns an der abgewandten Seite des Flusses verstecken!
$3_1_TO_THE_PASS_30_TITLE	TALK_$BER_SMILE
$3_1_TO_THE_PASS_30_TEXT	Und mit <LQ>verstecken<RQ> meine ich <LQ>ermorden<RQ> und mit <LQ>abgewandte Seite des Flusses<RQ> mein ich …
$3_1_TO_THE_PASS_40_TITLE	TALK_$BER_DERANGED
$3_1_TO_THE_PASS_40_TEXT	<LQ>ALLES, WAS SICH BEWEGT!!!<RQ>
$3_1_TO_THE_PASS_50_TITLE	TALK_$MCG_POWER
$3_1_TO_THE_PASS_50_TEXT	Moment … liegt es an mir, oder scheint es so, als ob diese Dinger schwimmen können?
$3_1_TO_THE_PASS_60_TITLE	TALK_$BER_SMILE
$3_1_TO_THE_PASS_60_TEXT	Eher wie ein Hund paddeln. Euer Stil ist Mist!
$3_1_TO_THE_PASS_70_TITLE	TALK_$BER_DERANGED
$3_1_TO_THE_PASS_70_TEXT	Hört ihr das? Ich hab euch gerade Hunde genannt!
$3_1_TO_THE_PASS_80_TITLE	TALK_$RAN_NORMAL
$3_1_TO_THE_PASS_80_TEXT	Ist dir mal aufgefallen, dass immer wenn du deinen Mund öffnest, Blödsinn raus kommt?
$3_2_HOSPITAL_ATTACK_00_TITLE	
$3_2_HOSPITAL_ATTACK_00_TEXT	Eis-Magier können Angreifer verlangsamen, was bei kurzen Wegen und schnellen Gegnern sehr nützlich ist.
$3_2_HOSPITAL_ATTACK_10_TITLE	TALK_$MAG_FRIENDLY
$3_2_HOSPITAL_ATTACK_10_TEXT	Jetzt singt mein Herz das Kampflied.
$3_2_HOSPITAL_ATTACK_20_TITLE	TALK_$MAG_FROWN
$3_2_HOSPITAL_ATTACK_20_TEXT	Wir sehen, wie Frost dem Feuer dient …
$3_2_HOSPITAL_ATTACK_30_TITLE	TALK_$MAG_PISSED
$3_2_HOSPITAL_ATTACK_30_TEXT	Und wie unsere Feinde in ihrem eigenen Blut ertrinken.
$3_4_ARMORED_CREEPS_00_TITLE	
$3_4_ARMORED_CREEPS_00_TEXT	Diese neuen Wiedergänger haben Rüstung, die viel von dem Schaden, der ihnen zugefügt wird, abfängt.
$3_4_ARMORED_CREEPS_10_TITLE	TALK_$BER_DERANGED
$3_4_ARMORED_CREEPS_10_TEXT	Hey Weicheier! Echte Männer kämpfen ohne Hemd!
$3_4_ARMORED_CREEPS_20_TITLE	TALK_$RAN_NORMAL
$3_4_ARMORED_CREEPS_20_TEXT	Hey, wenn die sich einpacken wollen, lass sie.
$3_4_ARMORED_CREEPS_30_TITLE	TALK_$RAN_NORMAL
$3_4_ARMORED_CREEPS_30_TEXT	Je weniger zombifizierte … eklige Stücke ich sehen muss, desto besser.
$3_4_ARMORED_CREEPS_40_TITLE	TALK_$BER_SURPRISE
$3_4_ARMORED_CREEPS_40_TEXT	Ich weiß, ich bin super toll und so, aber wie soll ich Typen bekämpfen, die komplett von Rüstung umgeben sind?
$3_4_ARMORED_CREEPS_50_TITLE	TALK_$HEA_NORMAL
$3_4_ARMORED_CREEPS_50_TEXT	Ich habe eine Idee!
$3_4_ARMORED_CREEPS_60_TITLE	TALK_$HEA_NORMAL
$3_4_ARMORED_CREEPS_60_TEXT	$MCG, zünde einen dieser Kristalle mit Blitzen, wenn ein Feind daran vorbei geht!
$3_5_MEET_THE_KNIGHT_00_TITLE	
$3_5_MEET_THE_KNIGHT_00_TEXT	Der Ritter hat ein „Rüstung brechen“-Talent, das Rüstung mit jedem Treffer schwächt.
$3_5_MEET_THE_KNIGHT_10_TITLE	TALK_$KNI_NORMAL
$3_5_MEET_THE_KNIGHT_10_TEXT	Ich kann die Rüstung diesen Unholden einfach runterschlagen!
$3_5_MEET_THE_KNIGHT_20_TITLE	TALK_$KNI_SQUINT
$3_5_MEET_THE_KNIGHT_20_TEXT	… wenn ich … einen Körper hätte …
$3_5_MEET_THE_KNIGHT_30_TITLE	TALK_$KNI_SQUINT
$3_5_MEET_THE_KNIGHT_30_TEXT	Was passiert hier?
$3_6_INTO_THE_CITY_00_TITLE	TALK_$MCG_POWER
$3_6_INTO_THE_CITY_00_TEXT	$BER, was um Himmels Willen tust du?!
$3_6_INTO_THE_CITY_10_TITLE	TALK_$BER_DERANGED
$3_6_INTO_THE_CITY_10_TEXT	So kämpfen echte Männer!
$3_6_INTO_THE_CITY_20_TITLE	TALK_$MCG_POWER
$3_6_INTO_THE_CITY_20_TEXT	Zieh deine Hosen sofort wieder an.
$3_6_INTO_THE_CITY_30_TITLE	TALK_$BER_DERANGED
$3_6_INTO_THE_CITY_30_TEXT	Niemals!
$3_6_INTO_THE_CITY_40_TITLE	TALK_$MCG_POWER
$3_6_INTO_THE_CITY_40_TEXT	Tu's jetzt oder ich werd dich nicht mit dem Rest von uns hier hinziehen.
$3_6_INTO_THE_CITY_50_TITLE	TALK_$BER_SMILE
$3_6_INTO_THE_CITY_50_TEXT	… na gut.
$3_11_CITADEL_BOSS_00_TITLE	TALK_$BER_SMILE
$3_11_CITADEL_BOSS_00_TEXT	Wie soll ich diese Typen treffen, wenn ich sie nicht sehen kann?!
$3_11_CITADEL_BOSS_10_TITLE	TALK_$HEA_NORMAL
$3_11_CITADEL_BOSS_10_TEXT	Sie scheinen eine Art Wolke um sich herum zu erzeugen.
$3_11_CITADEL_BOSS_20_TITLE	TALK_$MCG_POWER
$3_11_CITADEL_BOSS_20_TEXT	Wie können wir sie dann abwehren?
$3_11_CITADEL_BOSS_30_TITLE	TALK_$HEA_NORMAL
$3_11_CITADEL_BOSS_30_TEXT	Ich glaub, ich kann diese Dunkelheit vertreiben … aber nur für einen Moment.
$3_11_CITADEL_BOSS_40_TITLE	TALK_$BER_DERANGED
$3_11_CITADEL_BOSS_40_TEXT	Mehr brauch ich nicht!
$3_13_DESTROY_CITY_00_TITLE	TALK_ZELEMIR_POWER
$3_13_DESTROY_CITY_00_TEXT	Gut.
$3_13_DESTROY_CITY_10_TITLE	TALK_ZELEMIR_POWER
$3_13_DESTROY_CITY_10_TEXT	Es endet hier.
$4_1_EZTLIS_FORCES_00_TITLE	
$4_1_EZTLIS_FORCES_00_TEXT	Diese seltsamen Kultisten sind furchterregend mächtige Wiedergänger geworden. Langsam, aber tödlich, lassen sie sich nur durch die vereinten Kräfte vieler Verteidiger besiegen.
$4_2_WIZARDS_REALM_00_TITLE	TALK_$RAN_SQUINT
$4_2_WIZARDS_REALM_00_TEXT	Was um Himmels Willen ist das Ding?
$4_2_WIZARDS_REALM_10_TITLE	TALK_$RAN_SQUINT
$4_2_WIZARDS_REALM_10_TEXT	Es sieht so aus, als würde es jederzeit aufplatzen!
$4_2_WIZARDS_REALM_20_TITLE	TALK_$BER_SMILE
