"flag",,,,"content,,,,
"$SCENE_OPENING_TITLE",,,,"Inizio",,,,
"$NARR_OPENING_00_TEXT",,,,"*Il mio nome è $MCG",,,,
"$NARR_OPENING_10_TEXT",,,,"Sto morendo",,,,
"$NARR_OPENING_20_TEXT",,,,"loro non aspettano",,,,
"$NARR_OPENING_30_TEXT",,,,"non c'è più nemmeno il tempo di bruciare i corpi",,,,
"$NARR_OPENING_40_TEXT",,,,"solo di portarli fuori città...",,,,
"$NARR_OPENING_50_TEXT",,,,"...e gettarli nella Fossa",,,,
"$SCENE_WHERE_AM_I_TITLE",,,,"Il mondo fra i due mondi",,,,
"$NARR_WHERE_AM_I_00_TEXT",,,,"ATTO I",,,,
"$NARR_WHERE_AM_I_00_SUB_TEXT",,,,"*Un piede in entrambi i mondi e l'anima nel mezzo,$Nl'uomo morente vede tutte le cose.",,,,
"$NARR_WHERE_AM_I_00_SUB_SUB_TEXT",,,,"*$N$N$N-Proverbio Nomade",,,,
"$LINE_WHERE_AM_I_00_CHAR",,,,"VITTIMA DELLA PIAGA",,,,
"$LINE_WHERE_AM_I_00_TEXT",,,,"Riesci a sentirlo?",,,,
"$LINE_WHERE_AM_I_10_CHAR",,,,"$MCG",,,,
"$LINE_WHERE_AM_I_10_TEXT",,,,"Cosa? Dove siamo?",,,,
"$LINE_WHERE_AM_I_20_CHAR",,,,"VITTIMA DELLA PIAGA",,,,
"$LINE_WHERE_AM_I_20_TEXT",,,,"Ci sta chiamando...",,,,
"$LINE_WHERE_AM_I_30_CHAR",,,,"VITTIMA DELLA PIAGA",,,,
"$LINE_WHERE_AM_I_30_TEXT",,,,"Vieni, dobbiamo raggiungerlo...",,,,
"$LINE_WHERE_AM_I_40_CHAR",,,,"VITTIMA DELLA PIAGA",,,,
"$LINE_WHERE_AM_I_40_TEXT",,,,"Siamo già a metà strada...",,,,
"$LINE_WHERE_AM_I_50_CHAR",,,,"$MCG",,,,
"$LINE_WHERE_AM_I_50_TEXT",,,,"Cosa stai facendo? Sei pazza?",,,,
"$LINE_WHERE_AM_I_60_CHAR",,,,"VITTIMA DELLA PIAGA",,,,
"$LINE_WHERE_AM_I_60_TEXT",,,,"Dai retta alla Voce...",,,,
"$LINE_WHERE_AM_I_70_CHAR",,,,"VITTIMA DELLA PIAGA",,,,
"$LINE_WHERE_AM_I_70_TEXT",,,,"Lui ci offre così tanto... far parte di qualcosa di... superiore.",,,,
"$LINE_WHERE_AM_I_80_CHAR",,,,"VITTIMA DELLA PIAGA",,,,
"$LINE_WHERE_AM_I_80_TEXT",,,,"Soltanto una sciocca resisterebbe.",,,,
"$LINE_WHERE_AM_I_90_CHAR",,,,"$MCG",,,,
"$LINE_WHERE_AM_I_90_TEXT",,,,"Stammi lontana!",,,,
"$LINE_WHERE_AM_I_100_CHAR",,,,"VOCE",,,,
"$LINE_WHERE_AM_I_100_TEXT",,,,"ALL WILL JOIN. ALL BECOME VESSELS.",,,,
"$LINE_WHERE_AM_I_110_CHAR",,,,"$MCG",,,,
"$LINE_WHERE_AM_I_110_TEXT",,,,"Fatemi uscire da qui!",,,,
"$LINE_WHERE_AM_I_120_CHAR",,,,"VOCE",,,,
"$LINE_WHERE_AM_I_120_TEXT",,,,"COMMAND.",,,,
"$LINE_WHERE_AM_I_130_CHAR",,,,"$MCG",,,,
"$LINE_WHERE_AM_I_130_TEXT",,,,"Non riesco... a muovermi...",,,,
"$LINE_WHERE_AM_I_140_CHAR",,,,"$MCG",,,,
"$LINE_WHERE_AM_I_140_TEXT",,,,"Aiutatemi... qualcuno...",,,,
"$LINE_WHERE_AM_I_150_CHAR",,,,"$BER",,,,
"$LINE_WHERE_AM_I_150_TEXT",,,,"Ma che diavolo?! Dove so - eccheeeè...?!",,,,
"$SCENE_MEET_BERSERKER_TITLE",,,,"Uno strano nuovo amico",,,,
"$LINE_MEET_BERSERKER_00_CHAR",,,,"$MCG",,,,
"$LINE_MEET_BERSERKER_00_TEXT",,,,"Uao.",,,,
"$LINE_MEET_BERSERKER_10_CHAR",,,,"$MCG",,,,
"$LINE_MEET_BERSERKER_10_TEXT",,,,"Cos'è successo?",,,,
"$LINE_MEET_BERSERKER_20_CHAR",,,,"$BER",,,,
"$LINE_MEET_BERSERKER_20_TEXT",,,,"Vallo a capire. Cinque minuti fa non eri altro che un cadavere e io il tizio che cercava di recuperare un paio di scarpe nuove.",,,,
"$LINE_MEET_BERSERKER_30_CHAR",,,,"$BER",,,,
"$LINE_MEET_BERSERKER_30_TEXT",,,,"Quindi, buone notizie! Sei viva, e non sembri più nemmeno avere la piaga.",,,,
"$LINE_MEET_BERSERKER_40_CHAR",,,,"$MCG",,,,
"$LINE_MEET_BERSERKER_40_TEXT",,,,"Ma dove - ?",,,,
"$LINE_MEET_BERSERKER_50_CHAR",,,,"$BER",,,,
"$LINE_MEET_BERSERKER_50_TEXT",,,,"La cattiva notizia è che questo significa niente più scarpe nuove per me.",,,,
"$LINE_MEET_BERSERKER_60_CHAR",,,,"$BER",,,,
"$LINE_MEET_BERSERKER_60_TEXT",,,,"Inoltre, ora sei intrappolata in questa colonia di quarantena insieme a noialtri.",,,,
"$LINE_MEET_BERSERKER_70_CHAR",,,,"$MCG",,,,
"$LINE_MEET_BERSERKER_70_TEXT",,,,"La Fossa...",,,,
"$LINE_MEET_BERSERKER_80_CHAR",,,,"$BER",,,,
"$LINE_MEET_BERSERKER_80_TEXT",,,,"Allegria! Sei sopravvissuta, quindi ora dovresti essere immune alla piaga.",,,,
"$LINE_MEET_BERSERKER_90_CHAR",,,,"$MCG",,,,
"$LINE_MEET_BERSERKER_90_TEXT",,,,"Ma allora le guardie ci faranno uscire, giusto?",,,,
"$LINE_MEET_BERSERKER_100_CHAR",,,,"$BER",,,,
