"flag","name",
"$CLASS_MCGUFFIN","사서",
"$CLASS_MCGUFFIN_PL","사서들",
"$CLASS_KNIGHT","기사",
"$CLASS_KNIGHT_PL","기사들",
"$CLASS_RANGER","정찰병",
"$CLASS_RANGER_PL","정찰병들",
"$CLASS_BERSERKER","광전사",
"$CLASS_BERSERKER_PL","광전사들",
"$CLASS_HEALER","치유사",
"$CLASS_HEALER_PL","치유사들",
"$CLASS_MAGE","얼음 마법사",
"$CLASS_MAGE_PL","얼음 마법사들",
"$CLASS_DRAGON","용",
"$CLASS_DRAGON_PL","용들",
"$CLASS_SORCEROR","남 마법사",
"$CLASS_SORCEROR_PL","남 마법사들",
"$CLASS_ANTIMCGUFFIN","여 마법사",
"$CLASS_ANTIMCGUFFIN_PL","여 마법사들",
"$SPELL_ENEMY_ZAP","<RE>$SKILL_MCGUFFIN_A_LIGHTNING",
"$SPELL_ENEMY_FRENZY","<RE>$SKILL_MCGUFFIN_A_FRENZY",
"$SPELL_ENEMY_HEAL","<RE>$SKILL_MCGUFFIN_A_HEALING",
"$SPELL_ENEMY_FIRE","<RE>$SKILL_MCGUFFIN_A_DRAGON_FIRE",
"$SKILL_MCGUFFIN_A_LIGHTNING","번개",
"$SKILL_MCGUFFIN_A_FRENZY","광분",
"$SKILL_MCGUFFIN_A_HEALING","치유",
"$SKILL_MCGUFFIN_A_CRYSTAL","수정",
"$SKILL_MCGUFFIN_A_PUSHBACK","밀어내기",
"$SKILL_MCGUFFIN_A_DRAGON_FIRE","용의 불꽃",
"$SKILL_MCGUFFIN_A_LIGHTNING_DESC","하나의 적에게 $X 의 피해를 줍니다. 적에게서 얻는 정신력도 함께 불타 줄어듭니다.",
"$SKILL_MCGUFFIN_A_FRENZY_DESC","모든 방어자의 공격 속도를 $Y 초 동안 $X %만큼 증가시킵니다. ",
"$SKILL_MCGUFFIN_A_HEALING_DESC","모든 방어자들의 체력을 $X 회복시킵니다. ",
"$SKILL_MCGUFFIN_A_CRYSTAL_DESC","$Y 개의 바닥에 $X 피해를 주는 수정을 배치합니다. $Z 초 후 또는 번개에 의해 폭발합니다.",
"$SKILL_MCGUFFIN_A_PUSHBACK_DESC","적을 미로 시작점 쪽으로 $X 바닥만큼 밉니다.",
"$SKILL_MCGUFFIN_A_DRAGON_FIRE_DESC","화면의 모든 적에게 $X의 피해를 주고 $Y 초 동안 불태웁니다.",
"$SKILL_MCGUFFIN_fake_attackEXPLOSION","폭발",
"$SKILL_ANTIMCGUFFIN_A_LIGHTNING","번개",
"$SKILL_ANTIMCGUFFIN_A_HEALING","치유",
"$SKILL_ANTIMCGUFFIN_A_FRENZY","광분",
"$SKILL_ANTIMCGUFFIN_A_CRYSTAL","수정",
"$SKILL_ANTIMCGUFFIN_A_PUSHBACK","밀어내기",
"$SKILL_ANTIMCGUFFIN_A_DRAGON_FIRE","용의 불꽃",
"$SKILL_ANTIMCGUFFIN_A_LIGHTNING_DESC","하나의 적에게 $X 의 피해를 줍니다. 적에게서 얻는 정신력도 함께 불타 줄어듭니다.",
"$SKILL_ANTIMCGUFFIN_A_FRENZY_DESC","모든 방어자의 공격 속도를 $Y 초 동안 $X %만큼 증가시킵니다. ",
