"flag","name","comment",
"$BLANK","","COMMENT: This file contains all the tutorial text from the game's map (level) files.",
"$1_1_WHERE_AM_I_00_TITLE","TALK_$MCG_POWER",
"$1_1_WHERE_AM_I_00_TEXT","Où suis-je ?",
"$1_1_WHERE_AM_I_10_TITLE","",
"$1_1_WHERE_AM_I_10_TEXT","<N>Voici votre personnage principal, $MCG.<N>Elle ne peut pas bouger.",
"$1_1_WHERE_AM_I_20_TITLE","",
"$1_1_WHERE_AM_I_20_TEXT","<N>Les ennemis arriveront par ici.<N>Ne les laissez pas atteindre $MCG !",
"$1_1_WHERE_AM_I_30_TITLE","",
"$1_1_WHERE_AM_I_30_TEXT","<N>En mode Nouvelle partie+, les ennemis sont plus coriaces et sont dotés de nouvelles capacités.",
"$1_1_WHERE_AM_I_40_TITLE","",
"$1_1_WHERE_AM_I_40_TEXT","<N>Par exemple, la Santé de tous les Revenants normaux se régénère progressivement.",
"$1_1_WHERE_AM_I_50_TITLE","TALK_$MCG_POWER",
"$1_1_WHERE_AM_I_50_TEXT","Hé, étranger ! Où êtes-vous ?",
"$1_1_WHERE_AM_I_60_TITLE","",
"$1_1_WHERE_AM_I_60_TEXT","<N>Cliquez ici pour sélectionner le menu BERSERKER.",
"$1_1_WHERE_AM_I_70_TITLE","",
"$1_1_WHERE_AM_I_70_TEXT","<N>Vous ne disposez que de Berserkers pour l'instant. Lorsque vous aurez rencontré un nouveau personnage, vous déverrouillerez tous les personnages de sa classe.",
"$1_1_WHERE_AM_I_80_TITLE","TALK_$BER_SURPRISE",
"$1_1_WHERE_AM_I_80_TEXT","Qu'est-ce que tu m'as fait ?!",
"$1_1_WHERE_AM_I_90_TITLE","TALK_$MCG_POWER",
"$1_1_WHERE_AM_I_90_TEXT","Je n'en sais rien ! Ces monstres en ont après moi ! Aidez-moi !",
"$1_1_WHERE_AM_I_100_TITLE","TALK_$BER_SURPRISE",
"$1_1_WHERE_AM_I_100_TEXT","Mais pourquoi je suis transparent ?! Où est passé mon corps ?",
"$1_1_WHERE_AM_I_110_TITLE","",
"$1_1_WHERE_AM_I_110_TEXT","<N>Tous les BERSERKERS de votre groupe sont répertoriés ici.<N>Pour l'instant, vous ne disposez que de celui-là.",
"$1_1_WHERE_AM_I_120_TITLE","",
"$1_1_WHERE_AM_I_120_TEXT","<N>Cliquez ici pour le sélectionner !",
"$1_1_WHERE_AM_I_130_TITLE","",
"$1_1_WHERE_AM_I_130_TEXT","<N>Vos anciens personnages sont dotés de la force, des compétences et de l'équipement de votre partie précédente.",
"$1_1_WHERE_AM_I_140_TITLE","TALK_$MCG_POWER",
"$1_1_WHERE_AM_I_140_TEXT","J'ai appelé... et je vous ai senti dans mon esprit...",
"$1_1_WHERE_AM_I_150_TITLE","TALK_$MCG_POWER",
"$1_1_WHERE_AM_I_150_TEXT","Ne partez pas ! Je dois me concentrer...",
"$1_1_WHERE_AM_I_160_TITLE","TALK_$MCG_POWER",
"$1_1_WHERE_AM_I_160_TEXT","Si je me focalise suffisamment, j'arriverai peut-être à vous amener ici !",
"$1_1_WHERE_AM_I_170_TITLE","TALK_$BER_SURPRISE",
"$1_1_WHERE_AM_I_170_TEXT","Euh... OK...",
"$1_1_WHERE_AM_I_180_TITLE","TALK_$BER_LOOKBACK",
"$1_1_WHERE_AM_I_180_TEXT","C'est la dernière fois que je bouffe du ragoût de lézard, moi...",
"$1_1_WHERE_AM_I_190_TITLE","",
"$1_1_WHERE_AM_I_190_TEXT","<N>Cliquez là où vous souhaitez placer votre défenseur.<N><N>Voilà un bon endroit !",
"$1_1_WHERE_AM_I_200_TITLE","TALK_$BER_SMILE",
"$1_1_WHERE_AM_I_200_TEXT","Hééé !<N>C'est carrément mieux !",
"$1_1_WHERE_AM_I_210_TITLE","",
"$1_1_WHERE_AM_I_210_TEXT","<N>$MCG utilise son énergie Psi pour invoquer des défenseurs.<N>Tuer des ennemis recharge votre Psi.",
"$1_1_WHERE_AM_I_220_TITLE","TALK_$MCG_POWER",
