flag	name	comment
$BLANK	
$1_1_WHERE_AM_I_00_TITLE	TALK_$MCG_POWER
$1_1_WHERE_AM_I_00_TEXT	¿Dónde estoy?
$1_1_WHERE_AM_I_10_TITLE	
$1_1_WHERE_AM_I_10_TEXT	Este es tu personaje principal, $MCG.<N>No puede moverse.
$1_1_WHERE_AM_I_20_TITLE	
$1_1_WHERE_AM_I_20_TEXT	Los enemigos vienen desde aquí.<N>¡No dejes que alcancen a $MCG!
$1_1_WHERE_AM_I_30_TITLE	
$1_1_WHERE_AM_I_30_TEXT	En el modo Nueva partida+, los enemigos son mucho más fuertes y tienen habilidades nuevas.
$1_1_WHERE_AM_I_40_TITLE	
$1_1_WHERE_AM_I_40_TEXT	Por ejemplo, ahora todos los zombis normales regeneran salud.
$1_1_WHERE_AM_I_50_TITLE	TALK_$MCG_POWER
$1_1_WHERE_AM_I_50_TEXT	¡Eh, desconocido! ¿Dónde estás?
$1_1_WHERE_AM_I_60_TITLE	
$1_1_WHERE_AM_I_60_TEXT	Clica aquí para seleccionar el menú BERSERKER.
$1_1_WHERE_AM_I_70_TITLE	
$1_1_WHERE_AM_I_70_TEXT	Ahora mismo solo tienes berserkers. Cuando te encuentres con el siguiente héroe en la historia, desbloquearás todos los personajes de esa clase.
$1_1_WHERE_AM_I_80_TITLE	TALK_$BER_SURPRISE
$1_1_WHERE_AM_I_80_TEXT	¿¿¿Qué me has hecho???
$1_1_WHERE_AM_I_90_TITLE	TALK_$MCG_POWER
$1_1_WHERE_AM_I_90_TEXT	¡No lo sé! ¡Me persiguen unos monstruos! ¡Ayuda!
$1_1_WHERE_AM_I_100_TITLE	TALK_$BER_SURPRISE
$1_1_WHERE_AM_I_100_TEXT	¿Por qué soy transparente? ¿Dónde está mi cuerpo?
$1_1_WHERE_AM_I_110_TITLE	
$1_1_WHERE_AM_I_110_TEXT	Aquí se muestran todos los BERSERKERS de tu equipo.<N>Ahora mismo solo tienes a este tío.
$1_1_WHERE_AM_I_120_TITLE	
$1_1_WHERE_AM_I_120_TEXT	¡Clica aquí para seleccionarlo!
$1_1_WHERE_AM_I_130_TITLE	
$1_1_WHERE_AM_I_130_TEXT	Tus antiguos personajes tienen toda la fuerza, habilidades y equipo de la partida anterior.
